,player,x,y,loc,interaction,Jogo,temporada
2,Eric-Sylvain Bilal Abidal,59.6231884057971,66.08550724637682,[59.62318841 66.08550725],116,Barcelona x Real Betis,2007/2008
3,Gianluca Zambrotta,69.0025,3.724999999999999,[69.0025  3.725 ],76,Barcelona x Real Betis,2007/2008
4,Gnégnéri Yaya Touré,59.93076923076923,33.253846153846155,[59.93076923 33.25384615],97,Barcelona x Real Betis,2007/2008
5,Lilian Thuram,38.229824561403504,18.45964912280702,[38.22982456 18.45964912],106,Barcelona x Real Betis,2007/2008
6,Lionel Andrés Messi Cuccittini,84.53770491803279,12.018032786885247,[84.53770492 12.01803279],133,Barcelona x Real Betis,2007/2008
7,Ronaldo de Assis Moreira,85.29818181818182,41.11454545454546,[85.29818182 41.11454545],132,Barcelona x Real Betis,2007/2008
8,Thierry Henry,79.78421052631579,49.22105263157895,[79.78421053 49.22105263],67,Barcelona x Real Betis,2007/2008
9,Víctor Valdés Arribas,9.307142857142859,33.49285714285714,[ 9.30714286 33.49285714],18,Barcelona x Real Betis,2007/2008
10,Xavier Hernández Creus,63.5953488372093,21.554651162790698,[63.59534884 21.55465116],167,Barcelona x Real Betis,2007/2008
0,Anderson Luís de Souza,61.705882352941174,44.25,[61.70588235 44.25      ],70,Barcelona x Mallorca,2007/2008
1,Carles Puyol i Saforcada,36.97954545454545,47.122727272727275,[36.97954545 47.12272727],78,Barcelona x Mallorca,2007/2008
2,Eric-Sylvain Bilal Abidal,53.29846153846154,61.315384615384616,[53.29846154 61.31538462],112,Barcelona x Mallorca,2007/2008
3,Gianluca Zambrotta,56.76315789473684,5.310526315789474,[56.76315789  5.31052632],72,Barcelona x Mallorca,2007/2008
4,Gnégnéri Yaya Touré,57.90769230769231,32.805128205128206,[57.90769231 32.80512821],84,Barcelona x Mallorca,2007/2008
5,José Edmílson Gomes de Moraes,58.717948717948715,29.46923076923077,[58.71794872 29.46923077],73,Barcelona x Mallorca,2007/2008
6,José Manuel Pinto Colorado,11.178260869565218,32.073913043478264,[11.17826087 32.07391304],29,Barcelona x Mallorca,2007/2008
7,Lilian Thuram,38.29347826086956,17.995652173913044,[38.29347826 17.99565217],87,Barcelona x Mallorca,2007/2008
8,Lionel Andrés Messi Cuccittini,77.03548387096774,16.532258064516128,[77.03548387 16.53225806],74,Barcelona x Mallorca,2007/2008
9,Samuel Eto''o Fils,78.44,42.04666666666667,[78.44       42.04666667],50,Barcelona x Mallorca,2007/2008
10,Thierry Henry,68.16,58.09428571428571,[68.16       58.09428571],89,Barcelona x Mallorca,2007/2008
0,Anderson Luís de Souza,69.81428571428572,42.90428571428572,[69.81428571 42.90428571],146,Barcelona x Sevilla,2007/2008
1,Andrés Iniesta Luján,68.5909090909091,50.74363636363636,[68.59090909 50.74363636],117,Barcelona x Sevilla,2007/2008
2,Eric-Sylvain Bilal Abidal,65.9423076923077,66.85192307692309,[65.94230769 66.85192308],93,Barcelona x Sevilla,2007/2008
3,Gabriel Alejandro Milito,45.18421052631579,51.36666666666667,[45.18421053 51.36666667],106,Barcelona x Sevilla,2007/2008
4,Gianluca Zambrotta,53.82666666666666,0.988888888888889,[53.82666667  0.98888889],79,Barcelona x Sevilla,2007/2008
5,Gnégnéri Yaya Touré,54.83720930232558,34.28372093023256,[54.8372093  34.28372093],80,Barcelona x Sevilla,2007/2008
6,Lionel Andrés Messi Cuccittini,79.1304347826087,17.004347826086956,[79.13043478 17.00434783],67,Barcelona x Sevilla,2007/2008
7,Rafael Márquez Álvarez,39.693333333333335,17.461666666666666,[39.69333333 17.46166667],109,Barcelona x Sevilla,2007/2008
8,Thierry Henry,79.71785714285714,39.25714285714286,[79.71785714 39.25714286],80,Barcelona x Sevilla,2007/2008
9,Víctor Valdés Arribas,11.853333333333333,35.559999999999995,[11.85333333 35.56      ],20,Barcelona x Sevilla,2007/2008
10,Xavier Hernández Creus,66.02499999999999,23.65833333333333,[66.025      23.65833333],95,Barcelona x Sevilla,2007/2008
0,Andrés Iniesta Luján,67.85535714285714,50.142857142857146,[67.85535714 50.14285714],119,Barcelona x Recreativo Huelva,2007/2008
1,Carles Puyol i Saforcada,38.27407407407408,24.69074074074074,[38.27407407 24.69074074],102,Barcelona x Recreativo Huelva,2007/2008
2,Eiður Smári Guðjohnsen,61.2,42.64,[61.2  42.64],41,Barcelona x Recreativo Huelva,2007/2008
3,Eric-Sylvain Bilal Abidal,55.6875,64.40357142857142,[55.6875     64.40357143],94,Barcelona x Recreativo Huelva,2007/2008
4,Gabriel Alejandro Milito,43.51807228915663,48.845783132530116,[43.51807229 48.84578313],155,Barcelona x Recreativo Huelva,2007/2008
5,Gianluca Zambrotta,62.54871794871795,5.133333333333333,[62.54871795  5.13333333],69,Barcelona x Recreativo Huelva,2007/2008
6,Gnégnéri Yaya Touré,55.86835443037975,37.39746835443038,[55.86835443 37.39746835],156,Barcelona x Recreativo Huelva,2007/2008
7,Lionel Andrés Messi Cuccittini,84.43684210526315,19.413157894736845,[84.43684211 19.41315789],82,Barcelona x Recreativo Huelva,2007/2008
8,Thierry Henry,75.41499999999999,57.86,[75.415 57.86 ],68,Barcelona x Recreativo Huelva,2007/2008
9,Víctor Valdés Arribas,10.521428571428572,31.614285714285717,[10.52142857 31.61428571],21,Barcelona x Recreativo Huelva,2007/2008
10,Xavier Hernández Creus,67.4337837837838,18.370270270270268,[67.43378378 18.37027027],149,Barcelona x Recreativo Huelva,2007/2008
0,Anderson Luís de Souza,67.43529411764706,42.96176470588235,[67.43529412 42.96176471],133,Barcelona x Racing Santander,2007/2008
1,Andrés Iniesta Luján,51.91612903225807,36.972580645161294,[51.91612903 36.97258065],109,Barcelona x Racing Santander,2007/2008
2,Bojan Krkíc Pérez,79.84705882352942,57.252941176470586,[79.84705882 57.25294118],60,Barcelona x Racing Santander,2007/2008
3,Carles Puyol i Saforcada,35.61034482758621,21.93103448275862,[35.61034483 21.93103448],108,Barcelona x Racing Santander,2007/2008
4,Eiður Smári Guðjohnsen,67.7,32.42857142857143,[67.7        32.42857143],59,Barcelona x Racing Santander,2007/2008
5,Gabriel Alejandro Milito,40.80289855072464,52.21739130434783,[40.80289855 52.2173913 ],122,Barcelona x Racing Santander,2007/2008
6,Gianluca Zambrotta,55.052542372881355,3.3627118644067804,[55.05254237  3.36271186],111,Barcelona x Racing Santander,2007/2008
7,Giovani dos Santos Ramírez,77.26363636363637,6.1863636363636365,[77.26363636  6.18636364],58,Barcelona x Racing Santander,2007/2008
8,Sylvio Mendes Campos Junior,60.75416666666667,65.9125,[60.75416667 65.9125    ],136,Barcelona x Racing Santander,2007/2008
9,Thierry Henry,76.678125,63.215625,[76.678125 63.215625],89,Barcelona x Racing Santander,2007/2008
10,Víctor Valdés Arribas,9.920833333333333,33.82083333333333,[ 9.92083333 33.82083333],37,Barcelona x Racing Santander,2007/2008
0,Andrés Iniesta Luján,64.15806451612903,45.44516129032258,[64.15806452 45.44516129],127,Sevilla x Barcelona,2007/2008
1,Eric-Sylvain Bilal Abidal,62.55384615384616,62.73076923076923,[62.55384615 62.73076923],95,Sevilla x Barcelona,2007/2008
2,Gabriel Alejandro Milito,37.72592592592593,54.087037037037035,[37.72592593 54.08703704],98,Sevilla x Barcelona,2007/2008
3,Giovani dos Santos Ramírez,78.3,35.50526315789474,[78.3        35.50526316],57,Sevilla x Barcelona,2007/2008
4,José Edmílson Gomes de Moraes,48.565625,44.73125,[48.565625 44.73125 ],57,Sevilla x Barcelona,2007/2008
5,Lilian Thuram,43.30277777777778,18.73611111111111,[43.30277778 18.73611111],69,Sevilla x Barcelona,2007/2008
6,Lionel Andrés Messi Cuccittini,73.732,29.62,[73.732 29.62 ],80,Sevilla x Barcelona,2007/2008
7,Oleguer Presas Renom,65.63529411764705,2.099999999999999,[65.63529412  2.1       ],31,Sevilla x Barcelona,2007/2008
8,Thierry Henry,78.11578947368422,50.45263157894737,[78.11578947 50.45263158],50,Sevilla x Barcelona,2007/2008
9,Víctor Valdés Arribas,7.991428571428571,32.885714285714286,[ 7.99142857 32.88571429],46,Sevilla x Barcelona,2007/2008
10,Xavier Hernández Creus,61.007462686567166,31.746268656716417,[61.00746269 31.74626866],126,Sevilla x Barcelona,2007/2008
0,Anderson Luís de Souza,69.53018867924528,36.575471698113205,[69.53018868 36.5754717 ],106,Real Zaragoza x Barcelona,2007/2008
1,Carles Puyol i Saforcada,58.08,3.9199999999999995,[58.08  3.92],68,Real Zaragoza x Barcelona,2007/2008
2,Eric-Sylvain Bilal Abidal,60.7547619047619,65.58809523809524,[60.7547619  65.58809524],74,Real Zaragoza x Barcelona,2007/2008
3,Gabriel Alejandro Milito,46.90724637681159,53.10144927536232,[46.90724638 53.10144928],129,Real Zaragoza x Barcelona,2007/2008
4,Giovani dos Santos Ramírez,78.89999999999999,52.58421052631579,[78.9        52.58421053],59,Real Zaragoza x Barcelona,2007/2008
5,José Edmílson Gomes de Moraes,54.90857142857143,31.637142857142855,[54.90857143 31.63714286],61,Real Zaragoza x Barcelona,2007/2008
6,Lionel Andrés Messi Cuccittini,79.65714285714286,29.59642857142857,[79.65714286 29.59642857],70,Real Zaragoza x Barcelona,2007/2008
7,Rafael Márquez Álvarez,39.63461538461539,23.826923076923077,[39.63461538 23.82692308],142,Real Zaragoza x Barcelona,2007/2008
8,Thierry Henry,80.35263157894737,48.18421052631579,[80.35263158 48.18421053],64,Real Zaragoza x Barcelona,2007/2008
9,Víctor Valdés Arribas,11.076190476190476,34.75238095238095,[11.07619048 34.75238095],28,Real Zaragoza x Barcelona,2007/2008
10,Xavier Hernández Creus,65.32428571428571,40.04857142857143,[65.32428571 40.04857143],137,Real Zaragoza x Barcelona,2007/2008
0,Carles Puyol i Saforcada,36.608333333333334,18.288888888888888,[36.60833333 18.28888889],67,Recreativo Huelva x Barcelona,2007/2008
1,Eiður Smári Guðjohnsen,61.96,45.65428571428572,[61.96       45.65428571],74,Recreativo Huelva x Barcelona,2007/2008
2,Eric-Sylvain Bilal Abidal,56.519047619047626,67.36428571428571,[56.51904762 67.36428571],70,Recreativo Huelva x Barcelona,2007/2008
3,Gabriel Alejandro Milito,40.96792452830189,54.445283018867926,[40.96792453 54.44528302],96,Recreativo Huelva x Barcelona,2007/2008
4,Gianluca Zambrotta,52.88235294117647,2.911764705882353,[52.88235294  2.91176471],86,Recreativo Huelva x Barcelona,2007/2008
5,Giovani dos Santos Ramírez,73.58947368421053,12.352631578947369,[73.58947368 12.35263158],57,Recreativo Huelva x Barcelona,2007/2008
6,Gnégnéri Yaya Touré,51.56530612244897,36.63265306122449,[51.56530612 36.63265306],100,Recreativo Huelva x Barcelona,2007/2008
7,Samuel Eto''o Fils,79.89285714285714,41.135714285714286,[79.89285714 41.13571429],48,Recreativo Huelva x Barcelona,2007/2008
8,Santiago Ezquerro Marín,68.99615384615385,55.80769230769231,[68.99615385 55.80769231],62,Recreativo Huelva x Barcelona,2007/2008
9,Víctor Valdés Arribas,10.385714285714286,34.87142857142857,[10.38571429 34.87142857],31,Recreativo Huelva x Barcelona,2007/2008
10,Xavier Hernández Creus,65.27580645161291,25.287096774193547,[65.27580645 25.28709677],125,Recreativo Huelva x Barcelona,2007/2008
0,Bojan Krkíc Pérez,74.976,42.34,[74.976 42.34 ],62,Real Madrid x Barcelona,2007/2008
1,Carles Puyol i Saforcada,38.303125,42.784375,[38.303125 42.784375],60,Real Madrid x Barcelona,2007/2008
2,Eiður Smári Guðjohnsen,68.87,47.25,[68.87 47.25],21,Real Madrid x Barcelona,2007/2008
3,Eric-Sylvain Bilal Abidal,50.58541666666667,61.7125,[50.58541667 61.7125    ],85,Real Madrid x Barcelona,2007/2008
4,Gianluca Zambrotta,49.816,5.476,[49.816  5.476],49,Real Madrid x Barcelona,2007/2008
5,Gnégnéri Yaya Touré,50.09655172413793,29.74827586206897,[50.09655172 29.74827586],52,Real Madrid x Barcelona,2007/2008
6,Lionel Andrés Messi Cuccittini,71.3225806451613,23.05806451612903,[71.32258065 23.05806452],73,Real Madrid x Barcelona,2007/2008
7,Rafael Márquez Álvarez,36.303703703703704,21.12962962962963,[36.3037037  21.12962963],51,Real Madrid x Barcelona,2007/2008
8,Thierry Henry,80.065,52.55499999999999,[80.065 52.555],55,Real Madrid x Barcelona,2007/2008
9,Víctor Valdés Arribas,11.223529411764707,30.441176470588236,[11.22352941 30.44117647],24,Real Madrid x Barcelona,2007/2008
10,Xavier Hernández Creus,60.61052631578948,31.450877192982457,[60.61052632 31.45087719],110,Real Madrid x Barcelona,2007/2008
0,Anderson Luís de Souza,65.92533333333333,38.885333333333335,[65.92533333 38.88533333],154,Barcelona x Valencia,2007/2008
1,Carles Puyol i Saforcada,38.8561403508772,45.86666666666667,[38.85614035 45.86666667],108,Barcelona x Valencia,2007/2008
2,Eric-Sylvain Bilal Abidal,56.473134328358206,66.90149253731343,[56.47313433 66.90149254],113,Barcelona x Valencia,2007/2008
3,Gianluca Zambrotta,59.71463414634147,2.163414634146341,[59.71463415  2.16341463],75,Barcelona x Valencia,2007/2008
4,Lilian Thuram,38.05510204081633,17.006122448979593,[38.05510204 17.00612245],87,Barcelona x Valencia,2007/2008
5,Lionel Andrés Messi Cuccittini,79.1140625,20.31875,[79.1140625 20.31875  ],140,Barcelona x Valencia,2007/2008
6,Rafael Márquez Álvarez,55.445901639344264,34.68032786885246,[55.44590164 34.68032787],116,Barcelona x Valencia,2007/2008
7,Samuel Eto''o Fils,81.184,51.088,[81.184 51.088],72,Barcelona x Valencia,2007/2008
8,Thierry Henry,76.36304347826086,53.539130434782614,[76.36304348 53.53913043],106,Barcelona x Valencia,2007/2008
9,Víctor Valdés Arribas,9.31111111111111,27.833333333333332,[ 9.31111111 27.83333333],11,Barcelona x Valencia,2007/2008
10,Xavier Hernández Creus,64.47901234567901,30.35061728395062,[64.47901235 30.35061728],168,Barcelona x Valencia,2007/2008
0,Andrés Iniesta Luján,60.855555555555554,45.15079365079365,[60.85555556 45.15079365],132,Valencia x Barcelona,2007/2008
1,Carles Puyol i Saforcada,62.34090909090909,3.038636363636364,[62.34090909  3.03863636],75,Valencia x Barcelona,2007/2008
2,Eiður Smári Guðjohnsen,66.32619047619048,49.46666666666666,[66.32619048 49.46666667],94,Valencia x Barcelona,2007/2008
3,Eric-Sylvain Bilal Abidal,58.829032258064515,65.84354838709677,[58.82903226 65.84354839],112,Valencia x Barcelona,2007/2008
4,Gabriel Alejandro Milito,39.599999999999994,50.673611111111114,[39.6        50.67361111],135,Valencia x Barcelona,2007/2008
5,Gnégnéri Yaya Touré,55.08301886792453,37.31698113207547,[55.08301887 37.31698113],100,Valencia x Barcelona,2007/2008
6,Lionel Andrés Messi Cuccittini,84.61,19.15,[84.61 19.15],45,Valencia x Barcelona,2007/2008
7,Rafael Márquez Álvarez,41.141666666666666,20.560714285714287,[41.14166667 20.56071429],164,Valencia x Barcelona,2007/2008
8,Samuel Eto''o Fils,73.092,30.031999999999996,[73.092 30.032],79,Valencia x Barcelona,2007/2008
9,Víctor Valdés Arribas,10.195833333333333,32.68333333333333,[10.19583333 32.68333333],37,Valencia x Barcelona,2007/2008
10,Xavier Hernández Creus,66.14155844155843,32.11038961038961,[66.14155844 32.11038961],159,Valencia x Barcelona,2007/2008
0,Anderson Luís de Souza,68.27321428571429,38.81071428571429,[68.27321429 38.81071429],123,Atlético Madrid x Barcelona,2006/2007
1,Carles Puyol i Saforcada,38.41764705882353,51.05294117647059,[38.41764706 51.05294118],60,Atlético Madrid x Barcelona,2006/2007
2,Gianluca Zambrotta,56.95384615384615,3.7051282051282053,[56.95384615  3.70512821],69,Atlético Madrid x Barcelona,2006/2007
3,Giovanni van Bronckhorst,61.91914893617021,65.92553191489361,[61.91914894 65.92553191],81,Atlético Madrid x Barcelona,2006/2007
4,José Edmílson Gomes de Moraes,50.55135135135135,29.927027027027027,[50.55135135 29.92702703],72,Atlético Madrid x Barcelona,2006/2007
5,Lilian Thuram,40.375,16.467307692307692,[40.375      16.46730769],94,Atlético Madrid x Barcelona,2006/2007
6,Lionel Andrés Messi Cuccittini,77.90212765957448,23.97872340425532,[77.90212766 23.9787234 ],105,Atlético Madrid x Barcelona,2006/2007
7,Ronaldo de Assis Moreira,74.87560975609756,53.49268292682926,[74.87560976 53.49268293],90,Atlético Madrid x Barcelona,2006/2007
8,Samuel Eto''o Fils,77.91785714285713,36.81071428571429,[77.91785714 36.81071429],81,Atlético Madrid x Barcelona,2006/2007
9,Víctor Valdés Arribas,11.784,34.04,[11.784 34.04 ],36,Atlético Madrid x Barcelona,2006/2007
10,Xavier Hernández Creus,60.35342465753425,22.113698630136987,[60.35342466 22.11369863],147,Atlético Madrid x Barcelona,2006/2007
0,Anderson Luís de Souza,71.11917808219178,36.327397260273976,[71.11917808 36.32739726],151,Real Zaragoza x Barcelona,2006/2007
1,Andrés Iniesta Luján,53.168571428571425,34.894285714285715,[53.16857143 34.89428571],135,Real Zaragoza x Barcelona,2006/2007
2,Carles Puyol i Saforcada,41.137837837837836,44.07027027027027,[41.13783784 44.07027027],65,Real Zaragoza x Barcelona,2006/2007
3,Lilian Thuram,34.84375,25.827083333333334,[34.84375    25.82708333],75,Real Zaragoza x Barcelona,2006/2007
4,Lionel Andrés Messi Cuccittini,69.83076923076922,41.973076923076924,[69.83076923 41.97307692],71,Real Zaragoza x Barcelona,2006/2007
5,Ludovic Giuly,82.71428571428571,5.852380952380951,[82.71428571  5.85238095],54,Real Zaragoza x Barcelona,2006/2007
6,Oleguer Presas Renom,44.4125,6.074999999999999,[44.4125  6.075 ],60,Real Zaragoza x Barcelona,2006/2007
7,Rafael Márquez Álvarez,54.246153846153845,28.148717948717948,[54.24615385 28.14871795],73,Real Zaragoza x Barcelona,2006/2007
8,Ronaldo de Assis Moreira,78.01714285714286,43.425714285714285,[78.01714286 43.42571429],112,Real Zaragoza x Barcelona,2006/2007
9,Víctor Valdés Arribas,9.534782608695652,32.3,[ 9.53478261 32.3       ],28,Real Zaragoza x Barcelona,2006/2007
10,Xavier Hernández Creus,59.218421052631584,27.336842105263155,[59.21842105 27.33684211],152,Real Zaragoza x Barcelona,2006/2007
0,Andrés Iniesta Luján,58.935064935064936,42.47792207792208,[58.93506494 42.47792208],161,Sevilla x Barcelona,2006/2007
1,Carles Puyol i Saforcada,35.703508771929826,50.80175438596491,[35.70350877 50.80175439],111,Sevilla x Barcelona,2006/2007
2,Gianluca Zambrotta,57.699999999999996,5.325,[57.7    5.325],56,Sevilla x Barcelona,2006/2007
3,Giovanni van Bronckhorst,58.323214285714286,66.03214285714286,[58.32321429 66.03214286],104,Sevilla x Barcelona,2006/2007
4,Lionel Andrés Messi Cuccittini,70.41153846153847,54.31153846153846,[70.41153846 54.31153846],66,Sevilla x Barcelona,2006/2007
5,Ludovic Giuly,81.42142857142858,15.950000000000001,[81.42142857 15.95      ],40,Sevilla x Barcelona,2006/2007
6,Oleguer Presas Renom,45.833999999999996,13.98,[45.834 13.98 ],93,Sevilla x Barcelona,2006/2007
7,Rafael Márquez Álvarez,39.743589743589745,35.94102564102564,[39.74358974 35.94102564],74,Sevilla x Barcelona,2006/2007
8,Ronaldo de Assis Moreira,70.7764705882353,45.9,[70.77647059 45.9       ],79,Sevilla x Barcelona,2006/2007
9,Víctor Valdés Arribas,10.032142857142857,34.03928571428572,[10.03214286 34.03928571],39,Sevilla x Barcelona,2006/2007
10,Xavier Hernández Creus,61.35287356321839,32.31264367816092,[61.35287356 32.31264368],169,Sevilla x Barcelona,2006/2007
0,Andrés Iniesta Luján,56.55,36.21,[56.55 36.21],174,Barcelona x Athletic Club,2006/2007
1,Carles Puyol i Saforcada,40.48852459016394,43.96557377049181,[40.48852459 43.96557377],115,Barcelona x Athletic Club,2006/2007
